project_name,donor_number,chain_donated,token,amount,amountUSD,qf_eligible,badgeholder
Self-Custodial Agent Authorization for Ethereum,Donor 3376,8453,ETH,0.01,22.5252,FALSE,FALSE
DeFiHackLabs,Donor 372,42161,USDT,40,39.98796,TRUE,TRUE
human.tech,Donor 3377,10,USDC,5.021,5.013483563,TRUE,FALSE
Pharos Watch: Transparent Stablecoins Analytics,Donor 127,1,USDC,10,9.98302,TRUE,FALSE
Grego AI,Donor 127,1,USDC,5,4.99151,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 127,1,USDC,60,59.89812,TRUE,FALSE
human.tech,Donor 127,1,USDC,10,9.98302,TRUE,FALSE
OpSec Hub,Donor 127,1,USDC,5,4.99151,TRUE,FALSE
Grego AI,Donor 106,1,USDC,10,9.99107,FALSE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 106,1,USDC,20,19.98214,FALSE,FALSE
human.tech,Donor 106,1,USDC,20,19.99092,FALSE,FALSE
SEAL 911,Donor 3378,8453,ETH,0.000535,1.1973942,TRUE,FALSE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 106,1,USDC,20,19.96452,FALSE,FALSE
tanuki42,Donor 106,1,USDC,9,8.984034,FALSE,FALSE
The Web3 OpSec Standard - W3OS,Donor 106,1,USDC,9,8.984034,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 106,1,USDC,8,7.985808,FALSE,FALSE
CORE3. The open risk layer for Web3,Donor 3379,1,ETH,0.008922,20.01320586,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 3379,1,ETH,0.008922,20.01320586,FALSE,FALSE
snekmate,Donor 84,1,USDC,5,4.99633,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 84,1,USDC,5,4.99633,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 84,1,USDC,5,4.99633,TRUE,FALSE
OpSec Hub,Donor 84,1,USDC,4.9,4.8964034,TRUE,FALSE
SCAR: AI Retrieval for Smart Contract Security,Donor 84,1,USDC,15,14.98899,TRUE,FALSE
Aragon,Donor 84,1,USDC,5,4.99633,TRUE,FALSE
tanuki42,Donor 84,1,USDC,23,22.983118,TRUE,FALSE
BlockThreat,Donor 3379,1,ETH,0.008922,20.01320586,FALSE,FALSE
human.tech,Donor 3379,1,ETH,0.008922,20.01320586,FALSE,FALSE
Bluechip,Donor 3379,1,ETH,0.008922,20.01320586,FALSE,FALSE
Grego AI,Donor 84,1,USDC,25,24.98165,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 84,1,USDC,12,11.991192,TRUE,FALSE
human.tech,Donor 3380,1,ETH,0.005,11.21565,TRUE,FALSE
yAudit,Donor 127,1,USDC,2,1.996638,TRUE,FALSE
Dappnode,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Blobscan,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
SEAL 911,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Revoke.cash,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
SEAL Safe Harbor,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Protocol Guild,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
snekmate,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
eth.limo,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Zodiac,Donor 3381,1,TIK,80,100.526864,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
BuidlGuidl,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
WEBCAT,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Vyper,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Sourcify,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
ZachXBT,Donor 3381,1,TIK,10,12.565858,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 3381,1,FINN,5,11.2284,TRUE,TRUE
snekmate,Donor 3381,1,FINN,5,11.2284,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 3381,1,FINN,5,11.2284,TRUE,TRUE
Zodiac,Donor 3381,1,FINN,26,58.38768,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 3381,1,FINN,5,11.2284,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 3382,1,USDC,20,19.97126,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3383,1,USDC,69,69,FALSE,FALSE
Cyfrin Updraft,Donor 3383,1,USDC,5,5,FALSE,FALSE
Pharos Watch: Transparent Stablecoins Analytics,Donor 3383,1,USDC,5,5,FALSE,FALSE
Grego AI,Donor 3383,1,USDC,5,5,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 3383,1,USDC,5,5,FALSE,FALSE
Aragon,Donor 3383,1,USDC,5,5,FALSE,FALSE
human.tech,Donor 3384,10,ETH,0.000044,0.09901672,FALSE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 3385,1,ETH,0.01,22.5038,FALSE,FALSE
human.tech,Donor 3386,10,USDC,5.04,5.04504,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3387,10,OP,0.15,0.0219705,FALSE,FALSE
human.tech,Donor 3388,1,ETH,0.0025,5.627975,TRUE,FALSE
Remix Project,Donor 3389,10,USDC,10,9.99688,TRUE,FALSE
SCAR: AI Retrieval for Smart Contract Security,Donor 3389,10,USDC,107,106.966616,TRUE,FALSE
DeFiScan,Donor 3389,10,USDC,18,17.994384,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 3389,10,USDC,9,8.997192,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 3389,10,USDC,9,8.997192,TRUE,FALSE
PlankEVM,Donor 3389,10,USDC,33,32.989704,TRUE,FALSE
Vyper,Donor 3389,10,USDC,9,8.997192,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 3378,8453,USDC,119.8,119.7926922,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 3390,1,USDC,5,4.999695,FALSE,FALSE
Boring Security,Donor 3378,8453,ETH,0.00071,1.5981603,TRUE,FALSE
Dappnode,Donor 456,1,USDT,10,9.99504,TRUE,FALSE
EVMcrispr,Donor 456,1,USDT,10,9.99504,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 456,1,USDT,10,9.99504,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 456,1,USDT,10,9.99504,TRUE,FALSE
Drew Security,Donor 456,1,USDT,10,9.99504,TRUE,FALSE
Blobscan,Donor 456,1,USDT,10,9.99504,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 3391,8453,USDC,1,1,TRUE,FALSE
EVM Chronicle,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
soldb - Open-Source Solidity Debugger,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
spamreports,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Wake: Solidity static analysis and fuzzing framework,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Canon Guard,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Rescue-Lifeboat,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
OpenSense Open Web3 Security,Donor 65,1,TIK,20,25.131716,TRUE,TRUE
Zealynx Academy,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Forge Proposal Simulator - FPS,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Boring Security,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Northscan by Heiner,Donor 65,1,TIK,20,25.131716,TRUE,TRUE
EVMcrispr,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
K Stack: The Formal Verification Layer for Ethereum,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
SomaXBT,Donor 65,1,TIK,20,25.131716,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Simbolik: Security Toolkit for Solidity,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
Roundabout: Static Analysis for Solidity,Donor 65,1,TIK,10,12.565858,TRUE,TRUE
OpSec Hub,Donor 65,1,TIK,20,25.131716,TRUE,TRUE
Drew Security,Donor 65,1,TIK,20,25.131716,TRUE,TRUE
human.tech,Donor 3387,10,OP,0.8,0.1173904,FALSE,FALSE
human.tech,Donor 3392,1,ETH,0.00005,0.112648,FALSE,FALSE
human.tech,Donor 3393,10,USDC,0.1,0.0999516,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3394,10,ETH,0.000887,1.99837552,TRUE,FALSE
human.tech,Donor 3395,1,ETH,0.002218623122,4.99846915,TRUE,FALSE
human.tech,Donor 3396,10,OP,0.8,0.1175544,FALSE,FALSE
EVMcrispr,Donor 3397,1,ETH,0.0024,5.405304,TRUE,FALSE
The Red Guild: security as a public good,Donor 3398,1,USDT,100,99.9498,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 3397,1,ETH,0.0006,1.351326,TRUE,FALSE
Boring Security,Donor 3399,1,ETH,0.005,11.26255,TRUE,FALSE
human.tech,Donor 3400,8453,ETH,0.00222,5.0005722,TRUE,FALSE
Anticapture by blockful,Donor 456,1,USDT,5,4.997465,TRUE,FALSE
human.tech,Donor 3401,8453,ETH,0.002219,4.99831969,TRUE,FALSE
Zealynx Academy,Donor 2230,1,TIK,7.5,9.4243935,TRUE,TRUE
DeFiHackLabs,Donor 3402,1,USDC,77.93,77.87124078,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 3402,1,USDC,200,199.8492,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 3402,1,USDC,200,199.8492,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 3402,1,USDC,200,199.8492,TRUE,TRUE
BlockThreat,Donor 3402,1,USDC,200,199.8492,TRUE,TRUE
SEAL 911,Donor 3402,1,USDC,200,199.8492,TRUE,TRUE
SEAL Frameworks,Donor 3402,1,USDC,100,99.9246,TRUE,TRUE
ERCx: Property Testing for ERC Token Standards,Donor 2230,1,FINN,1,2.25547,TRUE,TRUE
human.tech,Donor 3403,8453,ETH,0.002217,5.00037699,TRUE,FALSE
human.tech,Donor 3394,10,ETH,0.0005,1.128785,TRUE,FALSE
Plamen AI Security Researcher,Donor 3404,1,ETH,0.0007760360081,1.751955611,FALSE,FALSE
Boring Security,Donor 3405,1,ETH,0.0045,10.159065,TRUE,FALSE
Dappnode,Donor 3406,100,XDAI,6,5.999208,FALSE,FALSE
human.tech,Donor 3407,10,USDC,0.1,0.0998604,TRUE,FALSE
Wallet Security Ranking,Donor 3402,1,TIK,50,62.82929,TRUE,TRUE
Cyfrin Updraft,Donor 3402,1,TIK,150,188.48787,TRUE,TRUE
Blockchain Security Incentives: Research + OS PoC dev,Donor 3402,1,TIK,50,62.82929,TRUE,TRUE
Self-Custodial Agent Authorization for Ethereum,Donor 3408,8453,USDC,50,49.90595,FALSE,FALSE
ZachXBT,Donor 3402,1,FINN,46,103.76266,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3409,1,ETH,0.00045,1.0150695,TRUE,FALSE
The Red Guild: security as a public good,Donor 3410,1,USDC,500,499.039,TRUE,FALSE
human.tech,Donor 3411,1,ETH,0.000048,0.10833552,TRUE,FALSE
SEAL 911,Donor 3412,1,USDT,100,99.9485,FALSE,FALSE
Bitfinding,Donor 3413,8453,ETH,0.015517,35.02171383,TRUE,FALSE
Wallet Security Ranking,Donor 3413,8453,ETH,0.05098331294,115.0688275,TRUE,FALSE
human.tech,Donor 3414,8453,DEGEN,20,0.0146808,FALSE,FALSE
OpenSense Open Web3 Security,Donor 552,137,USDC,6,5.991648,TRUE,FALSE
SEAL 911,Donor 449,1,USDT,500,499.74,TRUE,TRUE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 449,1,USDT,480,479.7504,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 449,1,USDT,449,448.76652,TRUE,TRUE
The Web3 OpSec Standard - W3OS,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
eth.limo,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
DeFiScan,Donor 449,1,USDT,274,273.85752,TRUE,TRUE
Securing AI Agents on Ethereum: Security Education,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
Cyfrin Updraft,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
Nihilium,Donor 449,1,USDT,246,245.87208,TRUE,TRUE
DeFiHackLabs,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
Self-Custodial Agent Authorization for Ethereum,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 449,1,USDT,376,375.80448,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 449,1,USDT,453,452.76444,TRUE,TRUE
Anticapture by blockful,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
KaiSign - Decentralized Clear Signing Registry,Donor 449,1,USDT,144,143.92512,TRUE,TRUE
Remix Project,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
WiiMee | Wallet Security Education,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
SEAL Intel,Donor 449,1,USDT,130,129.9324,TRUE,TRUE
Boring Security,Donor 3415,1,ETH,0.009,20.33019,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3416,1,ETH,0.00045,1.0165095,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 2716,1,ETH,0.02,45.1974,TRUE,FALSE
Boring Security,Donor 3417,1,ETH,0.0025,5.653775,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 774,8453,USDC,25.6,25.5740928,FALSE,FALSE
Militereum,Donor 3418,8453,USDC,1.1,1.1,FALSE,FALSE
LIF: Legitimate Intervention Framework,Donor 3418,8453,USDC,30.5,30.46,FALSE,FALSE
Unruggable,Donor 3418,8453,USDC,1.1,1.1,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 3419,100,GNO,0.79,99.1924,TRUE,FALSE
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 2769,1,TIK,22.74,28.57476109,TRUE,TRUE
LIF: Legitimate Intervention Framework,Donor 3420,8453,USDC,51.9,51.8574939,TRUE,FALSE
Leak Detect: Protecting Ethereum from Hidden Leakages,Donor 3420,8453,USDC,1.02,1.01916462,TRUE,FALSE
Forge Proposal Simulator - FPS,Donor 3420,8453,USDC,1.02,1.01916462,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3421,1,ETH,0.00045,1.01898,TRUE,FALSE
Zero Cool,Donor 3422,1,TIK,16,20.1053728,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
Wallet Security Ranking,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
Soldeer,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
SEAL Safe Harbor,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
SEAL Intel,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
DeFiScan,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
ZachXBT,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
The Web3 OpSec Standard - W3OS,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
human.tech,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
SEAL 911,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
Phylax Systems,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
OpSec Hub,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
OWASP Smart Contract Security Framework by CredShields,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
Web3Sec.News: Security Intelligence & Newsletter,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
The Red Guild: security as a public good,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
rotki,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
Recon Invariant Testing Extension & Framework,Donor 3422,1,TIK,13,16.3356154,TRUE,TRUE
ERCx: Property Testing for ERC Token Standards,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
EVM Chronicle,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
soldb - Open-Source Solidity Debugger,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
PlankEVM,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Sourcify,Donor 451,1,USDC,5,4.993675,TRUE,FALSE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Blockchain Security Incentives: Research + OS PoC dev,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
EVMcrispr,Donor 451,1,USDC,4,3.995048,TRUE,FALSE
WEBCAT,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 451,1,USDC,4,3.995048,TRUE,FALSE
Roundabout: Static Analysis for Solidity,Donor 451,1,USDC,4,3.995048,TRUE,FALSE
The Red Guild: security as a public good,Donor 451,1,USDC,4,3.995048,TRUE,FALSE
The Web3 OpSec Standard - W3OS,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
ECH Institute - EthCatHerders,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
KaiSign - Decentralized Clear Signing Registry,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
SEAL 911,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
hevm,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Nihilium,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
Etherform,Donor 451,1,USDC,4,3.99494,TRUE,FALSE
The Obol Collective,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
DeFiScan,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Walletbeat,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
BuidlGuidl,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Bitfinding,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Vyper,Donor 451,1,USDC,5,4.993655,TRUE,FALSE
Soldeer,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Blobscan,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
K Stack: The Formal Verification Layer for Ethereum,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
CuEVM: Accelerate EVM execution on GPUs,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
mab.xyz - transaction guards,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Verifereum,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Symproof by BlockScience & Shield3,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
rotki,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
EVMDecompiler: See What Smart Contracts Really Do,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
LIF: Legitimate Intervention Framework,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 451,1,USDC,4,3.994924,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 3423,1,ETH,0.001326,2.99581854,TRUE,FALSE
Blobscan,Donor 3423,1,ETH,0.000442,0.99860618,TRUE,FALSE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 3423,1,ETH,0.000442,0.99860618,TRUE,FALSE
Boring Security,Donor 3423,1,ETH,0.000442,0.99860618,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 3423,1,ETH,0.00221,4.9930309,TRUE,FALSE
human.tech,Donor 3424,8453,USDC,5,4.99372,TRUE,FALSE
Drew Security,Donor 3425,1,USDC,5,4.998045,FALSE,FALSE
Boring Security,Donor 3426,1,USDC,6.9,6.89,FALSE,FALSE
ZachXBT,Donor 3425,1,USDC,5,4.998045,FALSE,FALSE
Revoke.cash,Donor 3425,1,USDC,5,4.998045,FALSE,FALSE
human.tech,Donor 3427,8453,ETH,0.002218,5.01110522,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
SEAL 911,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
rotki,Donor 3428,10,DAI,100,99.9681,TRUE,FALSE
EIPsInsight,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
snekmate,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
eth.limo,Donor 3428,10,DAI,20,19.99362,TRUE,FALSE
Aragon,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Sourcify,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Walletbeat,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Vyper,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
ECH Institute - EthCatHerders,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
ZachXBT,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Nihilium,Donor 3428,10,DAI,20,19.99362,TRUE,FALSE
Dappnode,Donor 3428,10,DAI,20,19.99362,TRUE,FALSE
Revoke.cash,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Remix Project,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Protocol Guild,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
L2BEAT,Donor 3428,10,DAI,20,19.99362,TRUE,FALSE
BuidlGuidl,Donor 3428,10,DAI,7,6.997767,TRUE,FALSE
Bitfinding,Donor 3429,8453,ETH,0.0015,3.389025,TRUE,FALSE
EVVM,Donor 3429,8453,ETH,0.0005,1.129675,TRUE,FALSE
Revoke.cash,Donor 3430,1,TIK,5,6.282929,TRUE,TRUE
SEAL 911,Donor 3430,1,TIK,25,31.414645,TRUE,TRUE
ZachXBT,Donor 3430,1,TIK,5,6.282929,TRUE,TRUE
L2BEAT,Donor 3430,1,TIK,5,6.282929,TRUE,TRUE
Simbolik: Security Toolkit for Solidity,Donor 3430,1,TIK,10,12.565858,TRUE,TRUE
The Red Guild: security as a public good,Donor 3430,1,TIK,20,25.131716,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3430,1,TIK,10,12.565858,TRUE,TRUE
BlockThreat,Donor 3430,1,TIK,12.5,15.7073225,TRUE,TRUE
Protocol Guild,Donor 3430,1,TIK,15,18.848787,TRUE,TRUE
Vyper,Donor 3430,1,TIK,15,18.848787,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 3430,1,TIK,10,12.565858,TRUE,TRUE
Remix Project,Donor 3430,1,TIK,20,25.131716,TRUE,TRUE
Sourcify,Donor 3430,1,TIK,20,25.131716,TRUE,TRUE
Transaction graph,Donor 3430,1,TIK,1,1.2565858,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 3430,1,TIK,25,31.414645,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 3430,1,TIK,7.5,9.4243935,TRUE,TRUE
Cyfrin Updraft,Donor 3430,1,TIK,25,31.414645,TRUE,TRUE
eth.limo,Donor 3430,1,TIK,10,12.565858,TRUE,TRUE
Anticapture by blockful,Donor 3430,1,TIK,8,10.0526864,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 3430,1,TIK,1,1.2565858,TRUE,TRUE
Unphishable - Web3 Phishing Safe Challenges,Donor 65,1,FINN,2.63,5.924082987,TRUE,TRUE
human.tech,Donor 3431,8453,USDC,5.05,5.05,TRUE,FALSE
human.tech,Donor 3432,8453,USDC,5.06,5.06,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 3433,1,USDC,1001.99,1001.99,FALSE,FALSE
Boring Security,Donor 3118,1,USDC,50,50,TRUE,TRUE
Wallet Security Ranking,Donor 3118,1,USDC,500,500,TRUE,TRUE
ZachXBT,Donor 3118,1,USDC,50,50,TRUE,TRUE
tanuki42,Donor 3118,1,USDC,50,50,TRUE,TRUE
Drew Security,Donor 3118,1,USDC,50,50,TRUE,TRUE
Web3Sec.News: Security Intelligence & Newsletter,Donor 3118,1,USDC,50,50,TRUE,TRUE
Nick Bax.eth,Donor 3118,1,USDC,50,50,TRUE,TRUE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 3118,1,USDC,150,150,TRUE,TRUE
The Red Guild: security as a public good,Donor 3434,1,FINN,10,22.52503037,TRUE,TRUE
SEAL 911,Donor 3434,1,FINN,16,36.04004859,TRUE,TRUE
ZachXBT,Donor 3434,1,FINN,10,22.52503037,TRUE,TRUE
yAudit,Donor 3434,1,FINN,10,22.52503037,TRUE,TRUE
human.tech,Donor 3435,8453,ETH,0.000465,1.0496631,TRUE,FALSE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 451,1,USDC,4.1,4.0958672,TRUE,FALSE
rotki,Donor 451,1,USDC,4.1,4.0958672,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 451,1,USDC,4.1,4.0958672,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 451,1,USDC,4.1,4.0958672,TRUE,FALSE
The Red Guild: security as a public good,Donor 3430,1,FINN,5,11.2867,TRUE,TRUE
SEAL 911,Donor 3430,1,FINN,6,13.54404,TRUE,TRUE
Vyper,Donor 3430,1,FINN,1,2.25734,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 3430,1,FINN,2,4.51468,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3430,1,FINN,2,4.51468,TRUE,TRUE
BlockThreat,Donor 3430,1,FINN,2,4.51468,TRUE,TRUE
Revoke.cash,Donor 3430,1,FINN,1,2.25734,TRUE,TRUE
Remix Project,Donor 3430,1,FINN,1,2.25734,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 3430,1,FINN,6,13.54404,TRUE,TRUE
Protocol Guild,Donor 3430,1,FINN,6,13.54404,TRUE,TRUE
Sourcify,Donor 3430,1,FINN,2,4.51468,TRUE,TRUE
