project_name,donor_number,chain_donated,token,amount,amountUSD,qf_eligible,badgeholder
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Sourcify,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
snekmate,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
BlockThreat,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Protocol Guild,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
L2BEAT,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Vyper,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
rotki,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Nick Bax.eth,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Revoke.cash,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
hevm,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Cyfrin Updraft,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
SEAL 911,Donor 3308,1,ETH,0.025,57.4375,TRUE,TRUE
Boring Security,Donor 3309,1,USDC,10,10,FALSE,FALSE
BuidlGuidl,Donor 3308,1,TIK,50,62.82929,TRUE,TRUE
PlankEVM,Donor 3308,1,TIK,50,62.82929,TRUE,TRUE
Dappnode,Donor 3308,1,TIK,50,62.82929,TRUE,TRUE
The Red Guild: security as a public good,Donor 3308,1,TIK,50,62.82929,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 3308,1,TIK,50,62.82929,TRUE,TRUE
human.tech,Donor 2750,8453,ETH,0.00044,1.0054264,FALSE,FALSE
Cyfrin/Solodit Tooling and Security Research,Donor 3308,1,FINN,11.5,26.27819,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 3308,1,FINN,11.5,26.27819,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 3308,1,FINN,11.5,26.27819,TRUE,TRUE
EVM Chronicle,Donor 3308,1,FINN,11.5,26.27819,TRUE,TRUE
SEAL Intel,Donor 2094,1,ETH,0.0027,6.150708,TRUE,FALSE
ZachXBT,Donor 2094,1,ETH,0.0027,6.150708,TRUE,FALSE
WiiMee | Wallet Security Education,Donor 2094,1,ETH,0.0027,6.150708,TRUE,FALSE
Wallet Security Ranking,Donor 2094,1,ETH,0.0027,6.150708,TRUE,FALSE
L2BEAT,Donor 2094,1,ETH,0.0027,6.150708,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 2094,1,ETH,0.0027,6.150708,TRUE,FALSE
human.tech,Donor 3310,8453,ETH,0.000022,0.05011688,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 3311,1,ETH,0.003,6.8355,FALSE,FALSE
human.tech,Donor 3312,1,ETH,0.00005,0.113925,FALSE,FALSE
Boring Security,Donor 3313,1,USDC,4500,4500,TRUE,FALSE
Blobscan,Donor 2091,100,XDAI,1,0.999917,TRUE,FALSE
Symproof by BlockScience & Shield3,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
Defimon - real-time DeFi security,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
Grego AI,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
Sourcify,Donor 3314,1,FINN,4,9.13332,TRUE,TRUE
SEAL 911,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
Simbolik: Security Toolkit for Solidity,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
EVMDecompiler: See What Smart Contracts Really Do,Donor 3314,1,FINN,6,13.69998,TRUE,TRUE
human.tech,Donor 2578,10,ETH,0.00002,0.0456666,FALSE,FALSE
Boring Security,Donor 3315,1,USDC,50,50.05,TRUE,FALSE
Walletbeat,Donor 3316,1,TIK,20,25.131716,TRUE,TRUE
SEAL 911,Donor 3316,1,TIK,50,62.82929,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 3316,1,TIK,50,62.82929,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 3316,1,TIK,30,37.697574,TRUE,TRUE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 3316,1,TIK,30,37.697574,TRUE,TRUE
Forge Proposal Simulator - FPS,Donor 3316,1,TIK,20,25.131716,TRUE,TRUE
SEAL Intel,Donor 3316,1,TIK,30,37.697574,TRUE,TRUE
tanuki42,Donor 3316,1,TIK,20,25.131716,TRUE,TRUE
Boring Security,Donor 3101,10,ETH,0.025,57.08525,TRUE,FALSE
human.tech,Donor 3317,10,ETH,0.00002,0.0456682,FALSE,FALSE
Revoke.cash,Donor 948,8453,USDC,1,1,TRUE,FALSE
Boring Security,Donor 3318,1,ETH,0.004379,10.01135738,FALSE,FALSE
Drew Security,Donor 3052,1,ETH,0.005,11.4311,TRUE,FALSE
WiiMee | Wallet Security Education,Donor 3052,1,ETH,0.005,11.4311,TRUE,FALSE
SomaXBT,Donor 3052,1,ETH,0.005,11.4311,TRUE,FALSE
Boring Security,Donor 3319,1,ETH,0.004395701004,10.04791314,TRUE,FALSE
human.tech,Donor 3320,10,ETH,0.00002,0.0457122,FALSE,FALSE
Dappnode,Donor 3321,1,USDC,10,10,TRUE,FALSE
human.tech,Donor 3322,10,USDC,10,10,TRUE,FALSE
PlankEVM,Donor 3065,1,ETH,0.005,11.4282,TRUE,FALSE
Boring Security,Donor 3323,1,ETH,0.0025,5.7141,TRUE,FALSE
SEAL 911,Donor 3314,1,TIK,40,50.263432,TRUE,TRUE
Grego AI,Donor 3314,1,TIK,40,50.263432,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 3314,1,TIK,20,25.131716,TRUE,TRUE
Simbolik: Security Toolkit for Solidity,Donor 3314,1,TIK,20,25.131716,TRUE,TRUE
Sourcify,Donor 3314,1,TIK,40,50.263432,TRUE,TRUE
Defimon - real-time DeFi security,Donor 3314,1,TIK,40,50.263432,TRUE,TRUE
EVMDecompiler: See What Smart Contracts Really Do,Donor 3314,1,TIK,40,50.263432,TRUE,TRUE
Symproof by BlockScience & Shield3,Donor 3314,1,TIK,10,12.565858,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 2732,1,ETH,0.0045,10.27377,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 2732,1,ETH,0.0045,10.27377,TRUE,FALSE
Solidity-Wake: VS Code extension,Donor 2732,1,ETH,0.0045,10.27377,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 2732,1,ETH,0.0045,10.27377,TRUE,FALSE
claudit,Donor 2732,1,ETH,0.0045,10.27377,TRUE,FALSE
BuidlGuidl,Donor 3324,8453,ETH,0.003065,6.9975789,TRUE,FALSE
Bitfinding,Donor 3324,8453,ETH,0.065671,149.9308333,TRUE,FALSE
Boring Security,Donor 3325,8453,USDC,5,4.99401,FALSE,FALSE
Boring Security,Donor 3326,1,ETH,0.003064,6.99529584,FALSE,FALSE
human.tech,Donor 3327,1,ETH,0.00005,0.1140705,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3328,10,ETH,0.039,88.97499,TRUE,FALSE
BlockThreat,Donor 3328,10,ETH,0.039,88.97499,TRUE,FALSE
SEAL 911,Donor 3328,10,ETH,0.039,88.97499,TRUE,FALSE
CypherTalk Podcast: Security Education for Ethereum,Donor 3328,10,ETH,0.039,88.97499,TRUE,FALSE
Dappnode,Donor 3329,100,XDAI,20,19.99888,TRUE,FALSE
human.tech,Donor 3330,8453,ETH,0.00002,0.0456282,TRUE,FALSE
human.tech,Donor 3331,8453,USDC,1,0.999211,TRUE,FALSE
Dappnode,Donor 3332,1,USDC,10,9.99309,TRUE,FALSE
human.tech,Donor 3333,1,ETH,0.000438,0.99605142,TRUE,FALSE
Dappnode,Donor 3334,42161,ETH,0.003,6.82227,FALSE,FALSE
CORE3. The open risk layer for Web3,Donor 3335,1,PAXG,0.0011,5.15,FALSE,FALSE
Dappnode,Donor 3336,1,ETH,0.1,227.109,TRUE,FALSE
Boring Security,Donor 3337,1,USDC,10,9.98939,TRUE,FALSE
SEAL 911,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Sourcify,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Revoke.cash,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
zkbugs <> AI,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Blockchain Security Incentives: Research + OS PoC dev,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Wallet Security Ranking,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
BuidlGuidl,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
OpSec Hub,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
snekmate,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Zodiac,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Anticapture by blockful,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
The Red Guild: security as a public good,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
DeFiHackLabs,Donor 2119,1,USDT,28.57,28.55888627,TRUE,TRUE
Dappnode,Donor 3338,100,XDAI,10,9.99948,TRUE,FALSE
Dappnode,Donor 3339,100,XDAI,5.1,5.0997348,TRUE,FALSE
human.tech,Donor 3340,10,USDC,5.03,5.03,TRUE,FALSE
Boring Security,Donor 3341,1,USDC,10,9.99692,TRUE,FALSE
human.tech,Donor 3342,8453,ETH,0.0001,0.225833,FALSE,FALSE
PlankEVM,Donor 3343,1,ETH,0.011,24.98,FALSE,FALSE
Guild Academy,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
LLZK Maintenance & Verification Infrastructure Grant,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
BuidlGuidl,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Soldeer,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Vyper,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Simbolik: Security Toolkit for Solidity,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Protocol Guild,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
eth.limo,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
snekmate,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Cyfrin Updraft,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
rotki,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
The Red Guild: security as a public good,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
SEAL Safe Harbor,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
SEAL Frameworks,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Wake: Solidity static analysis and fuzzing framework,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
SEAL Certifications,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Revoke.cash,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
SEAL 911,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
SEAL Intel,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 3343,1,ETH,0.0008,1.82,FALSE,FALSE
Dappnode,Donor 3344,1,USDC,5.11234,5.111992361,TRUE,FALSE
Boring Security,Donor 3345,1,USDC,100,100.1,FALSE,FALSE
Boring Security,Donor 3346,1,ETH,0.01,22.6407,TRUE,FALSE
WiiMee | Wallet Security Education,Donor 3346,1,ETH,0.001,2.26407,TRUE,FALSE
Revoke.cash,Donor 3346,1,ETH,0.001,2.26407,TRUE,FALSE
Drew Security,Donor 3346,1,ETH,0.001,2.26407,TRUE,FALSE
Dappnode,Donor 3347,1,ETH,0.003,6.79221,TRUE,FALSE
human.tech,Donor 2744,10,OP,0.8,0.1182584,FALSE,FALSE
human.tech,Donor 3348,10,USDC,5.01,5.00813628,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 3349,1,TIK,5,6.282929,TRUE,TRUE
claudit,Donor 3349,1,TIK,5,6.282929,TRUE,TRUE
PlankEVM,Donor 3349,1,TIK,30,37.697574,TRUE,TRUE
BlockThreat,Donor 3349,1,TIK,5,6.282929,TRUE,TRUE
Revoke.cash,Donor 3349,1,TIK,5,6.282929,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 3349,1,TIK,200,251.31716,TRUE,TRUE
Boring Security,Donor 831,1,ETH,0.05,113.4235,TRUE,TRUE
human.tech,Donor 3350,1,ETH,0.00045,1.02,FALSE,FALSE
human.tech,Donor 3351,100,XDAI,0.02,0.01999732,TRUE,FALSE
SEAL 911,Donor 3352,1,FINN,3,6.80541,TRUE,TRUE
SEAL Safe Harbor,Donor 3352,1,FINN,2,4.53694,TRUE,TRUE
SEAL Certifications,Donor 3352,1,FINN,2,4.53694,TRUE,TRUE
DeFiScan,Donor 3352,1,FINN,2,4.53694,TRUE,TRUE
rotki,Donor 3352,1,FINN,2,4.53694,TRUE,TRUE
SEAL Intel,Donor 3352,1,FINN,2,4.53694,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 3352,1,FINN,14,31.75858,TRUE,TRUE
CrossBar Open Source Security Hardware Wallet,Donor 3352,1,FINN,15,34.02705,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 3352,1,FINN,2,4.53694,TRUE,TRUE
WiiMee | Wallet Security Education,Donor 3111,1,FINN,10,22.6847,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 3352,1,TIK,80,100.526864,TRUE,TRUE
SEAL Intel,Donor 3352,1,TIK,10,12.565858,TRUE,TRUE
CrossBar Open Source Security Hardware Wallet,Donor 3352,1,TIK,100,125.65858,TRUE,TRUE
SEAL 911,Donor 3352,1,TIK,10,12.565858,TRUE,TRUE
SEAL Certifications,Donor 3352,1,TIK,10,12.565858,TRUE,TRUE
Walletbeat,Donor 3352,1,TIK,10,12.565858,TRUE,TRUE
DeFiScan,Donor 3352,1,TIK,10,12.565858,TRUE,TRUE
spamreports,Donor 3111,1,FINN,5,11.33095,TRUE,TRUE
human.tech,Donor 3353,10,USDC,5.168,5.16,FALSE,FALSE
Walletbeat,Donor 3352,1,FINN,2,4.53164,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1276,8453,USDC,1,1,TRUE,FALSE
Nick Bax.eth,Donor 3354,42161,USDT,89,88.966714,FALSE,FALSE
BuidlGuidl,Donor 49,10,DAI,5,4.99802,FALSE,FALSE
human.tech,Donor 3355,10,ETH,0.00002,0.05,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3321,1,USDC,1.1,1.0998372,TRUE,FALSE
Blobscan,Donor 3321,1,USDC,1.1,1.0998372,TRUE,FALSE
human.tech,Donor 3356,1,ETH,0.00227,5.1364879,FALSE,FALSE
ZachXBT,Donor 3357,1,USDC,20,19.99704,TRUE,TRUE
SEAL 911,Donor 3357,1,USDC,395,394.94154,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 3357,1,USDC,20,19.99704,TRUE,TRUE
Vyper,Donor 3357,1,USDC,100,99.9852,TRUE,TRUE
Blobscan,Donor 3329,100,XDAI,1.1,1.0998768,TRUE,FALSE
DeFiScan,Donor 3357,1,USDC,20,19.99704,TRUE,TRUE
L2BEAT,Donor 3357,1,USDC,20,19.99704,TRUE,TRUE
Sourcify,Donor 3357,1,USDC,200,199.9704,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 3357,1,USDC,20,19.99704,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3329,100,XDAI,1.1,1.0998768,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 3332,1,USDC,1.05,1.04992335,TRUE,FALSE
Anticapture by blockful,Donor 3332,1,USDC,1.05,1.04992335,TRUE,FALSE
SEAL Certifications,Donor 42,1,TIK,125,157.073225,TRUE,TRUE
Symproof by BlockScience & Shield3,Donor 42,1,TIK,125,157.073225,TRUE,TRUE
yAudit,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
Zodiac,Donor 12,10,USDGLO,2.5,2.49908,TRUE,FALSE
DeFiHackLabs,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
Phylax Systems,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Coalition to Change Crypto Freezes and Recovery,Donor 12,10,USDGLO,2.5,2.49484,TRUE,FALSE
Leak Detect: Protecting Ethereum from Hidden Leakages,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
WEBCAT,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Wallet Security Ranking,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
Etherform,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Bitfinding,Donor 12,10,USDGLO,2.5,2.49484,TRUE,FALSE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
Wake: Solidity static analysis and fuzzing framework,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
snekmate,Donor 12,10,USDGLO,2,1.995872,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
L2BEAT,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Recon Invariant Testing Extension & Framework,Donor 12,10,USDGLO,2,1.995872,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 12,10,USDGLO,2,1.995872,TRUE,FALSE
ERCx: Property Testing for ERC Token Standards,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
mab.xyz - transaction guards,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3336,42161,ETH,0.0005,1.13174,TRUE,FALSE
EVMcrispr,Donor 3336,42161,ETH,0.0005,1.13174,TRUE,FALSE
Quick Intel,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
LLZK Maintenance & Verification Infrastructure Grant,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
eth.limo,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Lights in Dark Rooms,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
ECH Institute - EthCatHerders,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
The Red Guild: security as a public good,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
EVVM,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
OpSec Hub,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Solidity Language Server,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
ZachXBT,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
Anticapture by blockful,Donor 12,10,USDGLO,1.01,1.00791536,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
BuidlGuidl,Donor 12,10,USDGLO,2,1.999264,TRUE,FALSE
Canon Guard,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
Remix Project,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
Symproof by BlockScience & Shield3,Donor 12,10,USDGLO,1.01,1.00962832,TRUE,FALSE
The Web3 OpSec Standard - W3OS,Donor 12,10,USDGLO,2,1.999264,TRUE,FALSE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 12,10,USDGLO,1.8,1.7962848,TRUE,FALSE
LIF: Legitimate Intervention Framework,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
Aragon,Donor 12,10,USDGLO,1.5,1.496904,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3333,1,ETH,0.000177,0.40108377,TRUE,FALSE
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 3334,42161,ETH,0.00051,1.1556651,FALSE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 3334,42161,ETH,0.00051,1.1556651,FALSE,FALSE
Revoke.cash,Donor 3358,1,ETH,0.001,2.26622,TRUE,FALSE
rotki,Donor 3358,1,ETH,0.0025,5.66555,TRUE,FALSE
Revoke.cash,Donor 3359,1,USDC,5,4.999595,FALSE,FALSE
Boring Security,Donor 3359,1,USDC,5,4.999595,FALSE,FALSE
Drew Security,Donor 3359,1,USDC,5,4.999595,FALSE,FALSE
Dappnode,Donor 3314,1,USDT,60,59.97258,TRUE,TRUE
BlockThreat,Donor 3314,1,USDT,60,59.97258,TRUE,TRUE
Revoke.cash,Donor 3314,1,USDT,60,59.97258,TRUE,TRUE
SEAL 911,Donor 3314,1,USDT,63,62.971209,TRUE,TRUE
Boring Security,Donor 3314,1,USDT,60,59.97258,TRUE,TRUE
ZachXBT,Donor 3314,1,USDT,60,59.97258,TRUE,TRUE
Vyper,Donor 3357,1,TIK,40,50.263432,TRUE,TRUE
SEAL 911,Donor 3357,1,TIK,40,50.263432,TRUE,TRUE
Sourcify,Donor 3357,1,TIK,50,62.82929,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 3357,1,TIK,40,50.263432,TRUE,TRUE
Defimon - real-time DeFi security,Donor 3357,1,TIK,40,50.263432,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 3357,1,TIK,40,50.263432,TRUE,TRUE
SEAL Intel,Donor 3360,42161,ETH,0.0017,3.852574,FALSE,FALSE
Safe OpenSig: Eliminating Blind Signing,Donor 3360,42161,ETH,0.0017,3.852574,FALSE,FALSE
SEAL 911,Donor 3360,42161,ETH,0.0017,3.852574,FALSE,FALSE
Anticapture by blockful,Donor 3360,42161,ETH,0.0017,3.852574,FALSE,FALSE
Bitfinding,Donor 3360,42161,ETH,0.0017,3.852574,FALSE,FALSE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 3360,42161,ETH,0.0017,3.852574,FALSE,FALSE
Aragon,Donor 3358,10,ETH,0.0015,3.402765,TRUE,FALSE
Blobscan,Donor 2446,42161,USDT,0.06,0.05997186,TRUE,FALSE
Bitfinding,Donor 3361,10,ETH,0.09,204.1659,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 3361,10,ETH,0.004412,10.00866612,TRUE,FALSE
human.tech,Donor 3362,10,USDC,5.025,5.02336185,TRUE,FALSE
tanuki42,Donor 3363,1,ETH,0.00066,1.493316,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 3364,1,USDC,40,39.98608,TRUE,FALSE
SEAL 911,Donor 3364,1,USDC,20,19.99304,TRUE,FALSE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 3364,1,USDC,60,59.97912,TRUE,FALSE
EVMcrispr,Donor 3364,1,USDC,80,79.97216,TRUE,FALSE
SEAL 911,Donor 3365,1,USDC,7.5,7.49739,TRUE,FALSE
SEAL Certifications,Donor 3365,1,USDC,7.5,7.49739,TRUE,FALSE
Solidity Language Server,Donor 3365,1,USDC,7.5,7.49739,TRUE,FALSE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 3365,1,USDC,7.5,7.49739,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 3365,1,USDC,7.5,7.49739,TRUE,FALSE
human.tech,Donor 3366,1,ETH,0.0003,0.67878,FALSE,FALSE
human.tech,Donor 3367,1,ETH,0.0001,0.225758,TRUE,FALSE
SEAL 911,Donor 282,10,GIV,300,0.256206,TRUE,FALSE
Boring Security,Donor 3368,1,USDC,1000,998.184,FALSE,FALSE
eth.limo,Donor 3349,1,FINN,1,2.25724,TRUE,TRUE
Vyper,Donor 3349,1,FINN,5,11.2862,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 3349,1,FINN,1,2.25724,TRUE,TRUE
hevm,Donor 3349,1,FINN,5,11.2862,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 3349,1,FINN,15,33.8586,TRUE,TRUE
BlockThreat,Donor 3349,1,FINN,5,11.2862,TRUE,TRUE
PlankEVM,Donor 3349,1,FINN,4,9.03032,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 3349,1,FINN,1,2.25724,TRUE,TRUE
Simbolik: Security Toolkit for Solidity,Donor 3349,1,FINN,1,2.25724,TRUE,TRUE
snekmate,Donor 3349,1,FINN,5,11.2862,TRUE,TRUE
Protocol Guild,Donor 3349,1,FINN,1,2.25724,TRUE,TRUE
LLZK Maintenance & Verification Infrastructure Grant,Donor 3349,1,FINN,1,2.25724,TRUE,TRUE
human.tech,Donor 2003,8453,USDC,0.1,0.1,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 3363,1,USDT,50,49.978,TRUE,FALSE
human.tech,Donor 3369,1,ETH,0.0001,0.225724,TRUE,FALSE
Nick Bax.eth,Donor 3167,1,FINN,1.5,3.38586,TRUE,TRUE
SomaXBT,Donor 3167,1,FINN,1,2.25724,TRUE,TRUE
WEBCAT,Donor 3167,1,FINN,1,2.25724,TRUE,TRUE
human.tech,Donor 3370,1,ETH,0.0001,0.225572,FALSE,FALSE
human.tech,Donor 2000,8453,USDC,0.11,0.10990034,FALSE,FALSE
human.tech,Donor 3371,10,USDT,5.05,5.04379355,TRUE,FALSE
human.tech,Donor 1983,8453,USDC,0.01,0.00999094,FALSE,FALSE
Nick Bax.eth,Donor 3372,1,USDC,60,59.83716,TRUE,FALSE
SEAL 911,Donor 3372,1,USDC,6,5.983716,TRUE,FALSE
ZachXBT,Donor 3372,1,USDC,5.5,5.485073,TRUE,FALSE
tanuki42,Donor 3372,1,USDC,7,6.981002,TRUE,FALSE
human.tech,Donor 3373,1,ETH,0.00011,0.2478333,TRUE,FALSE
human.tech,Donor 3374,1,ETH,0.0001,0.225303,TRUE,FALSE
ZachXBT,Donor 1124,8453,USDC,1,0.997286,TRUE,FALSE
Cyfrin Updraft,Donor 1124,8453,USDC,1,0.997286,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1124,8453,USDC,1,0.997286,TRUE,FALSE
human.tech,Donor 3375,1,ETH,0.0001012,0.228006636,TRUE,FALSE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 3171,1,ETH,0.1337,301.390551,TRUE,TRUE
Transaction graph,Donor 3171,1,ETH,0.001337,3.01390551,TRUE,TRUE
Safe OpenSig: Eliminating Blind Signing,Donor 3171,1,ETH,0.001337,3.01390551,TRUE,TRUE
The Red Guild: security as a public good,Donor 3171,1,ETH,0.1337,301.390551,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 3171,1,ETH,0.001337,3.01390551,TRUE,TRUE
"Vero, a multi-node validator client",Donor 3171,1,ETH,0.001337,3.01390551,TRUE,TRUE
Wallet Security Ranking,Donor 3171,1,ETH,0.1337,301.390551,TRUE,TRUE
Bitfinding,Donor 3171,1,ETH,0.3373,760.351779,TRUE,TRUE
